revenu universel pour tous 		 revenu universel pour tous 		 Score: 1.0000
Un « REvenu de VOcation CItoyens » (REVOCI / « Rêve aussi » !...) POUR TOU-TE-S,  plutôt que le RUA,  pour réinventer/(ré)enchanter le Travail, notre Société et nos vies... 		 Tout le monde : c'est un revenu UNIVERSEL 		 Score: 0.4688
L'AAH sans prendre en compte le revenu du conjoint 		 INNOVER pour une SOCIETE PLUS INCLUSIVE et moins DISCRIMINATOIRE : LES AIDANTS et ACCUEILLANTS FAMILIAUX. 		 Score: 0.4688
aux retraités bénéficiaires de l'aspa. 		 Prime d'activité pour l'ensembles des personnes en invalidité (sous conditions de ressources) 		 Score: 0.4688
A toutes les personnes  ayant des revenus inférieurs à 800 euros/mois 		 1 200  		 Score: 0.4688
Des allocations avec des objectifs différents 		 A tous, sous condition de revenus 		 Score: 0.4688
Le RUA pour tous de la naissance jusqu'au décès. 		 A TOUS MAIS AVEC DES CONDITIONS A DÉTERMINER ET A VÉRIFIER ENSEMBLE 		 Score: 0.4688
Pour tous, à partir de la majorité. 		 À tout le monde sous le seuil de pauvreté. 		 Score: 0.4687
Il doit venir en complément du chômage 		 Pour tout ceux en situation de pauvreté 		 Score: 0.4687
RUA à 100% du SMIC pour les personnes handicapées ne pouvant pas ou plus exercer une activité professionnelle 		 A toute personne sans revenus 		 Score: 0.4687
RUA à 100% du SMIC pour les personnes handicapées ne pouvant pas ou plus exercer une activité professionnelle 		 A toute personne sans revenus 		 Score: 0.4687
aux personnes travaillant à mi-temps ou 3/4 temps 		 a qui verser l'aide 		 Score: 0.4687
Chaque personne en situation de fragilité sociale et économique, dès 18 ans 		 Un revenu universel pour chacun(e) 		 Score: 0.4687
droits et devoirs 		 INCITER A LA REPRISE DE TRAVAIL 		 Score: 0.4687
Les handicaps non reconnus ou partiellement 		 RUA Personnes agées 		 Score: 0.4687
aide au jeune 		 Pour chaque individu de la société 		 Score: 0.4687
Toutes les personnes bénéficient de l'aide social. 		 Revenu universel pour tous sans condition 		 Score: 0.4687
aah 		 Non à l'intégration de l'ASPA et de l'AAH dans le RUA! 		 Score: 0.4687
Aah 		 Préférennce 		 Score: 0.4687
Aah 		 Préférennce 		 Score: 0.4687
A tous mais attention aux casiers juridiques 		 pour tous en fonction des revenus 		 Score: 0.4687
Arrêter d aider les gens qui peuvent  travailler sans rien demander en retour 		 Un revenu pour tous 		 Score: 0.4687
Quel critère de citoyenneté pour bénéficier du RUA 		 Ayant droits 		 Score: 0.4687
Mère travaillant élevant seule des enfants 		 Aux travailleurs et à ceux qui sont dans l'incapacité de travailler 		 Score: 0.4686
A tous quand on montre une motivation à sen sortir 		 A toute personne sans revenus 		 Score: 0.4686
A tous quand on montre une motivation à sen sortir 		 A toute personne sans revenus 		 Score: 0.4686
A tous ! Il suffirait de créer un revenu UNIVERSEL (et non un revenu universel d'activité). 		 RUA au Prorata avec plafond de revenus 		 Score: 0.4686
LES BENEVOLES ASSOCIATIFS exerçant des RESPONSABILITES dans le secteur SOCIAL et SOLIDAIRE. 		 Raisonner par statut et par tranche d'age 		 Score: 0.4686
A TOUS pour donner à chacun les même chances dés le départ 		 A TOUS MAIS AVEC DES CONDITIONS A DÉTERMINER ET A VÉRIFIER ENSEMBLE 		 Score: 0.4686
Reconnaissance de l humain 		 RU pour qui 		 Score: 0.4686
Le RUA s'adresserait à toutes les personnes ayant un revenu inférieur au seuil de pauvreté qui est de 1 026  		 Prime d'activité pour l'ensembles des personnes en invalidité (sous conditions de ressources) 		 Score: 0.4686
A tous ! Il suffirait de créer un revenu UNIVERSEL (et non un revenu universel d'activité). 		 A tout les citoyens en fonction des ressources / patrimoine 		 Score: 0.4686
garder l'AAH (Allocation Adultes Handicapées a part 		 Ayant droits 		 Score: 0.4686
Prise en compte individuelle des ressources financières 		 un revenu universel 		 Score: 0.4685
2 catégories de RU : les non employables et les employables 		 personnes handicapés et aidants : de vrais et potentiels consommateurs 		 Score: 0.4685
Objectif 0 jeune sans ressource et sans accompagnement 		 mère seule 		 Score: 0.4685
LES BENEVOLES ASSOCIATIFS exerçant des RESPONSABILITES dans le secteur SOCIAL et SOLIDAIRE. 		 Pour tous individuellement, imposé 		 Score: 0.4685
Conditions 		 NON AU RUA OUI POUR UNE AIDES AU TRAVAILLEURS PAUVRES 		 Score: 0.4685
Mère travaillant élevant seule des enfants 		 Les personnes âgées en situation de pauvreté 		 Score: 0.4685
Comme pour le chomage 		 A quels publics... 		 Score: 0.4685
Arrêt des aides, oui à un revenu universel à tous les français. 		 AAH ALLOCATION ADULTE HANDICAPÉ EN DEHORS DU REVENU UNIVERSEL 		 Score: 0.4685
A QUI DOIT S'ADRESSER LE RUA 		 Situation de précarité 		 Score: 0.4685
A TOUS pour donner à chacun les même chances dés le départ 		 Un engagement envers soi et envers la société 		 Score: 0.4685
Vérifier les revenus réels des bénéficiaires 		 revenu universel aussi pour les enfants 		 Score: 0.4685
des aides oui mais ..... 		 Aides sociales 		 Score: 0.4685
Arrêt des aides, oui à un revenu universel à tous les français. 		 A toute personne sans revenus 		 Score: 0.4685
Arrêt des aides, oui à un revenu universel à tous les français. 		 A toute personne sans revenus 		 Score: 0.4685
Travailleurs pauvre 		 Un revenu pour tous 		 Score: 0.4685
Instituer un plafond de patrimoine 		 Il doit venir en complément du chômage 		 Score: 0.4685
Aider à créer et non à rester chez soi 		 ressources 		 Score: 0.4685
Personne handicapée 		 contre 		 Score: 0.4685
Universel . 		 A qui doit s'adresser le revenu universel 		 Score: 0.4685
A quel public peut-il s'adresser ? 		 a qui verser l'aide 		 Score: 0.4685
Aux jeunes placés et sortant du service de l'Aide Sociale à l'Enfance (sous conditions) 		 JEUNES, PERSONNES AGEES, PERSONNES HANDICAPEES... EN SITUATION DE PRECARITE OU SOUS LE SEUIL DE PAUVRETE ! 		 Score: 0.4684
Comme pour le chomage 		 A tous quand on montre une motivation à sen sortir 		 Score: 0.4684
AAH (Allocation adulte Handicapé) - Qui dit activité dit pouvoir travailler 		 Créer un revenu pour que chaque être humain puisse vivre dignement 		 Score: 0.4684
Par expérience lors de l'augmentation de l'aah le gouvernement en a profité pour supprimer le complément de ressources une aide prévu e pour les plus lourdement handicapés en la remplaçant par une aide inférieure sous conditions de toucher l'apl 		 Les personnes âgées en situation de pauvreté 		 Score: 0.4684
Comme pour le chomage 		 A TOUT LE MONDE 		 Score: 0.4684
Aux jeunes placés et sortant du service de l'Aide Sociale à l'Enfance (sous conditions) 		 personnes handicapés et aidants : de vrais et potentiels consommateurs 		 Score: 0.4684
TOUT TYPE DE PUBLIC 		 A tous, sous condition de revenus 		 Score: 0.4684
Prime d'activité pour l'ensembles des personnes en invalidité (sous conditions de ressources) 		 A tous ceux qui sont en précarité, pauvreté 		 Score: 0.4684
Pour qui 		 Et les étudiants 		 Score: 0.4684
Un revenu d'existence pour tous les Français 		 Toutes les personnes en âge de travailler et sans emploi 		 Score: 0.4684
IL FAUT GARDER LE SYSTEME EXISTENT AFIN DE CIBLER FINANCIEREMENT LES DIFFERENTS PROBLEMES DES PERSONNES ? NON PAS GLOBALISER LES AIDES 		 Justifier d'un besoin et d'une capacité à recevoir le RUA 		 Score: 0.4683
mères isolées ayant élevé elurs enfants seules 		 Les jeunes de moins de18 à 25 ans sans revenu 		 Score: 0.4683
Pension d'invalidité et passage à la retraite 		 Intégrer Allocation de solidarité spécifique (ASS) dans le revenu universel d'activité ? 		 Score: 0.4683
à personnes oui à la complexité des individus et de leurs situations 		 "Un vrais ""Revenu Universle"" pour TOUS, modulaire et sous conditions" 		 Score: 0.4683
Nationalité Française et cotisation minimum 		 ÉGALITÉ POUR TOUS DES 18ANS 		 Score: 0.4683
A toutes les personnes  ayant des revenus inférieurs à 800 euros/mois 		 NON à la question concernant Les personnes handicapées en situation de pauvreté 		 Score: 0.4683
Comme pour le chomage 		 trop de personnes fragilisées 		 Score: 0.4683
Un « REvenu de VOcation CItoyens » (REVOCI / « Rêve aussi » !...) POUR TOU-TE-S,  plutôt que le RUA,  pour réinventer/(ré)enchanter le Travail, notre Société et nos vies... 		 A tous les CITOYENS 		 Score: 0.4683
Non a l'aah dans le RUA 		 ceux 		 Score: 0.4683
Arrêter l'énorme surcoût bureaucratique visant à grapiller sur les non-bénéficiaires 		 Le RUA ne doit pas s'appliquer aux bénéficiaires de l'AAH 		 Score: 0.4682
Aides aux Etudiants 		 A TOUS LES ETUDIANTS SANS DISTINCTION 		 Score: 0.4682
Aides aux Etudiants 		 A TOUS LES ETUDIANTS SANS DISTINCTION 		 Score: 0.4682
Un revenu universel proche du SMIC 		 Universelle 		 Score: 0.4682
Chaque personne en situation de fragilité sociale et économique, dès 18 ans 		 pour tous mais sous conditions 		 Score: 0.4682
TOUT TYPE DE PUBLIC 		 Attribution à chaque citoyen français. 		 Score: 0.4682
A tous ? 		 A tous quand on montre une motivation à sen sortir 		 Score: 0.4682
1 parent ayant un enfant handicapé à charge 		 Égalité des droits lors de Garde Alternée des enfants 		 Score: 0.4682
Liste des personnes qui devraient le percevoir : 		 RUA 		 Score: 0.4682
Liste des personnes qui devraient le percevoir : 		 RUA 		 Score: 0.4682
Liste des personnes qui devraient le percevoir : 		 RUA 		 Score: 0.4682
Liste des personnes qui devraient le percevoir : 		 RUA 		 Score: 0.4682
Liste des personnes qui devraient le percevoir : 		 RUA 		 Score: 0.4682
Liste des personnes qui devraient le percevoir : 		 RUA 		 Score: 0.4682
Sauf handicapés 		 La contribution pour tous 		 Score: 0.4682
Uniquement aux personnes seules sans enfants car elles ne cumulent pas les aides 		 LAllocation Suplémentaire d'Invalidité doit absolulment rester hors du champ du RUA car elle a été conçue pour compléter les toutes petites pensions dinvalidités de personnes handicapées ayant travaillé moins de 10 ans (maladies chroniques invalidantes) 		 Score: 0.4682
NON à la fabrique de fainéants 		 A tous ou à personne 		 Score: 0.4682
A toute personne majeure sans revenu et sans patrimoine, sans condition d'âge. 		 Pour chaque individu de la société 		 Score: 0.4682
Prise en compte individuelle des ressources financières 		 Prestation universelle pour regrouper les aides 		 Score: 0.4682
Sauf handicapés 		 A TOUS MAIS AVEC DES CONDITIONS A DÉTERMINER ET A VÉRIFIER ENSEMBLE 		 Score: 0.4681
RUA à la place de deduction de l'ISF 		 REVENU UNIVERSEL 		 Score: 0.4681
Uniquement aux personnes seules sans enfants car elles ne cumulent pas les aides 		 Un revenu minima pour toute personne ayant la majorité ou étant émancipée 		 Score: 0.4681
Objectif 0 jeune sans ressource et sans accompagnement 		 INCITER A LA REPRISE DE TRAVAIL 		 Score: 0.4681
L'AAH n'est pas un un minimum social comme les autres 		 contre 		 Score: 0.4681
il faut distinguer les personnes contraintes par la maladie ou le Handicap  des autres situations 		 S'adresser à tous mais avec une contrepartie. 		 Score: 0.4681
A qui le RUA doit-il s'adresser ? 		 à personnes oui à la complexité des individus et de leurs situations 		 Score: 0.4681
Pour les chomeurs qui veulent se former ou créer une entreprise. 		 AUX PERSONNES EN RECHERCHE D' EMPLOI ( sans chômage et sans AUCUN  REVENUS  ) entre 55 et 65 ans 		 Score: 0.4681
Le RUA s'adresserait à toutes les personnes ayant un revenu inférieur au seuil de pauvreté qui est de 1 026  		 A tous les bénéficiaires potentiels sans exception 		 Score: 0.4681
AUX PERSONNES EN RECHERCHE D' EMPLOI ( sans chômage et sans AUCUN  REVENUS  ) entre 55 et 65 ans 		 Les personnes handicapées et leurs familles en situation de pauvreté 		 Score: 0.4681
Un revenu de base ne peut être qu'universel, c'est à dire versé à tous les membres de la communauté sans condition. 		 Universelle 		 Score: 0.4681
Elargir le RUA aux étrangers en situation régulière depuis moins de 5 ans 		 Justifier d'un besoin et d'une capacité à recevoir le RUA 		 Score: 0.4681
emploi ou RUA 		 ressources 		 Score: 0.4680
Libérez les TANGUY : + impôt - APL les calculs sont pas bon! 		 ÉGALITÉ POUR TOUS DES 18ANS 		 Score: 0.4680
Reconnaissance de l humain 		 S'adresser à tous mais avec une contrepartie. 		 Score: 0.4680
Les Français en Europe 		 AAH ALLOCATION ADULTE HANDICAPÉ EN DEHORS DU REVENU UNIVERSEL 		 Score: 0.4680
Liberté Egalité Fraternité 		 vrai statut de l'aidant, hors allocations 		 Score: 0.4680
Toute personne vivant sur le territoire français, sans aucune autre condition. 		 Revenu universel à donner à tous sans conditions...revenu universel de citoyenneté 		 Score: 0.4680
Le RUA pour tous de la naissance jusqu'au décès. 		 Inclure l'ASS au RUA 		 Score: 0.4680
NON à la fabrique de fainéants 		 Un engagement envers soi et envers la société 		 Score: 0.4680
Ciblé et mieux encadré 		 Individualiser le RUA plutôt que de l'accorder à un foyer 		 Score: 0.4680
Pour tous, sans conditions. 		 Qui peut prétendre au Revenu Universel d'Activité 		 Score: 0.4679
Des aides, oui, mais... 		 a tout le monde 		 Score: 0.4679
revenu  universel   pour  toutes  les  personnes  ayant  un  revenu  inférieur  à1500   euros  nets  par  mois 		 A toute personne majeure sans revenu et sans patrimoine, sans condition d'âge. 		 Score: 0.4679
Le RUA ne doit prendre en compte l'AAH 		 dissocier AAH par rapport aux autres revenus 		 Score: 0.4679
Pour tous, à partir de la majorité. 		 Arrêt des aides, oui à un revenu universel à tous les français. 		 Score: 0.4679
Vérifier les revenus réels des bénéficiaires 		 Créer un revenu pour que chaque être humain puisse vivre dignement 		 Score: 0.4679
condition pour toucher le RUA 		 A toutes les personnes en situation difficile temporaire ou permanente 		 Score: 0.4679
universalité du RU en financant celui-ci par les dividendes 		 LA THEORIE DU REVENU UNIVERSEL 		 Score: 0.4679
Laccompagnement et laccès à lemploi ne peuvent pas être dissociés du RUA 		 A toute personne sans activité de plus de 18 ans respectant les critères d'éligibilité suivants : 		 Score: 0.4679
Laccompagnement et laccès à lemploi ne peuvent pas être dissociés du RUA 		 Ni lAAH, ni lallocation de solidarité aux personnes âgées 		 Score: 0.4679
femmes 		 Prime activité 		 Score: 0.4679
Un revenu universel proche du SMIC 		 Aides sociales 		 Score: 0.4679
Des droits équitables pour les parents divorcés ou séparés 		 Les personnes handicapées et leurs familles en situation de pauvreté 		 Score: 0.4679
Cher Ministère des Solidarités et de la Santé, 		 Personnes malades, retraités, stagiaires, salariés les plus pauvres 		 Score: 0.4678
Elargir le RUA aux étrangers en situation régulière depuis moins de 5 ans 		 Prestation universelle pour regrouper les aides 		 Score: 0.4678
A toute personne majeure sans revenu et sans patrimoine, sans condition d'âge. 		 INNOVER pour une SOCIETE PLUS INCLUSIVE et moins DISCRIMINATOIRE : LES AIDANTS et ACCUEILLANTS FAMILIAUX. 		 Score: 0.4678
Liberté Egalité Fraternité 		 NON AU RUA OUI POUR UNE AIDES AU TRAVAILLEURS PAUVRES 		 Score: 0.4678
