TO ALL FRENCH CITIZENS 		 To all French citizens 		 Score: 1.0000
Extend the RUA to foreigners who have been legally resident for less than 5 years 		 RUA with anti-fraud system 		 Score: 0.3838
Priority to single-parent families. 		 Exclude the Allocation for Disabled Adults from the Universal Activity Income. 		 Score: 0.3838
Assistance to single-parent households 		 who should receive a universal income 		 Score: 0.3838
Disabled persons who are UNABLE TO WORK (80% or more) cannot claim an INCOME but a specific allowance such as AAH. 		 Activity income 		 Score: 0.3837
The contribution for all 		 Universal solidarity income, not activity income! 		 Score: 0.3837
"Let's avoid polluting the public debate! Words have a meaning: "Universal" means "which applies to all cases"! 		 To all citizens as a real universal income is supposed to be 		 Score: 0.3837
Objective 0 young people without resources and without support 		 The RUA should be open to all adults of age! 		 Score: 0.3836
Reasoning by status and age group 		 To all adults and emancipated minors 		 Score: 0.3836
employment or RUA 		 to people working part-time or three-quarters of the time 		 Score: 0.3836
To visual artists who have no social protection 		 People with disabilities living in poverty 		 Score: 0.3835
right for any person with a pension below 1500 euros 		 Any adult below the poverty line. 		 Score: 0.3835
The poor... 		 Anyone with an income of less than 2000. 		 Score: 0.3835
To help workers on precarious contracts. 		 To all those who receive a salary, an allowance or a pension below the smic. 		 Score: 0.3835
The RUA cannot be used for recipients of the AAH and all other forms of aid for people with disabilities 		 PROPORTIONAL RUA 		 Score: 0.3835
Universal under conditions? 		 prioritize the universal activity income 		 Score: 0.3835
Individual consideration of financial resources 		 To be combined with family allowances 		 Score: 0.3835
To help workers on precarious contracts. 		 An income for all 		 Score: 0.3835
All the poor except the disabled 		 Unemployed persons at the end of their entitlement (ASS) 		 Score: 0.3835
Do not include persons receiving AAH with a mental disorder 		 a distinction must be made between people who are forced to work due to illness or disability and other situations 		 Score: 0.3835
universal income for all people with an income of less than €1500 net per month 		 Prorated RUA with income ceiling 		 Score: 0.3835
Universal income to replace all national benefits 		 A living wage for all French people 		 Score: 0.3835
All employees at the minimum wage 		 Former recipients of the employment bonus 		 Score: 0.3835
Any French citizen with an income of less than 5000 per month. 		 A basic income can only be universal, i.e. paid to all members of the community without condition. 		 Score: 0.3834
To all persons with an income below 800 euros/month 		 No more subsidies, yes to a universal income for all French people. 		 Score: 0.3834
keep the AAH (Allocation Adultes Handicapées a part 		 "RUA: to the so-called "precarious" people. AAH (+ possibly CR): to be maintained absolutely to the disabled people "" concerned!!!" 		 Score: 0.3834
Unemployed persons at the end of their entitlement (ASS) 		 Only for single people without children because they do not receive the same amount of aid 		 Score: 0.3834
Universal or NOT? 		 Preference 		 Score: 0.3834
Any person living on French territory, without any other condition. 		 Anyone with an income of less than 2000. 		 Score: 0.3834
People with disabilities and their families experiencing poverty 		 Including the APL in the RUA is not possible because what about disabled people on the AAH who have to stay outside the RUA? 		 Score: 0.3834
Young people experiencing poverty 		 income granted to any person without work and without benefit from the beginning of the precariousness and without condition of resources going back to the year before 		 Score: 0.3834
right for any person with a pension below 1500 euros 		 Income for all persons below the poverty line 		 Score: 0.3834
universality of the UK by financing it through dividends 		 To whom should the universal activity income be addressed? 		 Score: 0.3833
For the unemployed who want to train or start a business. 		 Who should receive a universal income? 		 Score: 0.3833
Solidarity in good order 		 Integrating the Specific Solidarity Allowance (ASS) into the universal activity income? 		 Score: 0.3832
To all, and in particular to the precarious, the homeless and the non-recipients 		 Universal solidarity income, not activity income! 		 Score: 0.3832
TO PEOPLE LOOKING FOR A JOB (without unemployment and without ANY INCOME) between 55 and 65 years old 		 Active Vital Income and the economy 		 Score: 0.3832
Priority to single-parent families. 		 All adults and emancipated minors 		 Score: 0.3832
People with a balance of income below a certain level 		 The net resource per household: steering aid through the gaps 		 Score: 0.3832
to pensioners receiving the aspa. 		 The Confédération Syndicale des Familles against the integration of the APL, the AAH and the ASPA 		 Score: 0.3832
The RUA for everyone from birth to death. 		 Universal means for all! 		 Score: 0.3832
Universal? So for everyone 		 For everyone individually, imposed 		 Score: 0.3832
INNOVATING for a MORE INCLUSIVE and less DISCRIMINATORY SOCIETY: CAREGIVERS and FAMILY CAREGIVERS 		 YOUNG PEOPLE, ELDERLY PEOPLE, DISABLED PEOPLE... IN A SITUATION OF PRECARITY OR UNDER THE POVERTY LINE ! 		 Score: 0.3831
To all! It would be enough to create a UNIVERSAL income (and not a universal activity income). 		 Universal or NOT? 		 Score: 0.3831
A universal income close to the minimum wage 		 People with disabilities living in poverty 		 Score: 0.3831
Assistance to single-parent households 		 universal activity income 		 Score: 0.3831
Decent income for the elderly 		 a universal and Franco-French income 		 Score: 0.3831
keep the AAH (Allocation Adultes Handicapées a part 		 Do not include persons receiving AAH with a mental disorder 		 Score: 0.3830
Objective 0 young people without resources and without support 		 young people completing their studies 		 Score: 0.3830
People with disabilities and their families experiencing poverty 		 Neither the AHA nor the solidarity allowance for the elderly 		 Score: 0.3830
the poverty line 		 EVERYONE if it is a universal income 		 Score: 0.3830
We don't want to assist the lazy anymore 		 Stop helping people who can work without asking for anything in return 		 Score: 0.3830
students and inactive persons raising children 		 Reasoning by status and age group 		 Score: 0.3830
Single Minimum Income RMU 		 The disabled adult allowance, the APL and all the aids concerning the disability must not be included in the Universal Activity Income 		 Score: 0.3830
Any French citizen with an income of less than 5000 per month. 		 Universal Income = Everyone over 18 years of age 		 Score: 0.3830
Assistance to single-parent households 		 UNIVERSAL BASIC INCOME 		 Score: 0.3830
Young people, disabled people, poor families with children 		 To be combined with family allowances 		 Score: 0.3829
To all, automatically, on the 1st of the month, without condition in order to make everyone responsible and to save management or control costs 		 To all people in temporary or permanent difficulty 		 Score: 0.3829
Young people, students, handicapped people, elderly people 		 For all, from the age of majority. 		 Score: 0.3829
Another vision of the activity income 		 To be combined with family allowances 		 Score: 0.3829
Universal AND supportive 		 "Make universal ""universal (activity) income""" 		 Score: 0.3829
TO ALL STUDENTS WITHOUT DISTINCTION 		 Addressing all but with a counterpart. 		 Score: 0.3829
TO ALL STUDENTS WITHOUT DISTINCTION 		 Addressing all but with a counterpart. 		 Score: 0.3829
To all those who receive a salary, an allowance or a pension below the smic. 		 Exclude the Allocation for Disabled Adults from the Universal Activity Income. 		 Score: 0.3829
Activity allowance for disabled persons (means-tested) 		 Income for all persons below the poverty line 		 Score: 0.3829
to be paid according to a resource ceiling 		 Everyone: it is a UNIVERSAL income 		 Score: 0.3829
Accompaniment and access to employment cannot be dissociated from the RUA 		 What is the citizenship criterion to benefit from the RUA 		 Score: 0.3829
to pensioners receiving the aspa. 		 Who should receive a universal income? 		 Score: 0.3829
integrate the person with a disability and only his or her income 		 All persons of working age and unemployed 		 Score: 0.3828
Single mothers and large families 		 students and inactive persons raising children 		 Score: 0.3828
Allocation to each French citizen. 		 A Universal Income for All 		 Score: 0.3828
keep the AAH (Allocation Adultes Handicapées a part 		 For everyone except the disabled 		 Score: 0.3828
YOUNG PEOPLE, ELDERLY PEOPLE, DISABLED PEOPLE... IN A SITUATION OF PRECARITY OR UNDER THE POVERTY LINE ! 		 a distinction must be made between people who are forced to work due to illness or disability and other situations 		 Score: 0.3828
